domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
worker.gov,8506,10207,8506,1.199976487,25.99929462,8506
16af.af.mil,6805,10207,6805,1.499926525,0.249963262,6805
182aw.ang.af.mil,6805,15310,6805,2.249816312,15.74915503,6805
2ndmardiv.marines.mil,6805,17012,8506,2.499926525,12.74930198,8506
37trw.af.mil,6805,27218,6805,3.999706098,113.2434974,6805
60plus.smokefree.gov,6805,6805,6805,1,0,6805
afdw.af.mil,6805,15310,6805,2.249816312,31.74812638,6805
afnwc.af.mil,6805,11908,5103,1.749889787,14.74915503,6805
aftc.af.mil,6805,10207,6805,1.499926525,25.99853049,6805
agc.army.mil,6805,8506,6805,1.249963262,2.749889787,6805
agents.floodsmart.gov,6805,10207,5103,1.499926525,21.49875092,6805
airforceacademy.tricare.mil,6805,10207,6805,1.499926525,739.2072006,6805
albany.marines.mil,6805,6805,6805,1,0,6805
amarillo.va.gov,6805,6805,1701,1,5.999706098,6805
andersen.tricare.mil,6805,17012,3402,2.499926525,130.7423953,6805
avmc.army.mil,6805,11908,3402,1.749889787,39.99764879,6805
bedford.va.gov,6805,11908,8506,1.749889787,32.49816312,8506
biospecimens.cancer.gov,6805,6805,6805,1,0,6805
bj.usembassy.gov,6805,8506,8506,1.249963262,40.24761205,6805
blog.marinedebris.noaa.gov,6805,8506,6805,1.249963262,21.49875092,6805
boise.va.gov,6805,8506,8506,1.249963262,7.999559148,8506
bronx.va.gov,6805,11908,8506,1.749889787,1.749889787,6805
business.defense.gov,6805,10207,5103,1.499926525,344.7300514,6805
campusdrugprevention.gov,6805,6805,6805,1,0,6805
cancercontrolplanet.cancer.gov,6805,6805,1701,1,226.7369581,3402
casey.armymwr.com,6805,20414,5103,2.999853049,139.9919177,6805
ccmc.gsfc.nasa.gov,6805,6805,5103,1,0,6805
centralwesternmass.va.gov,6805,17012,10207,2.499926525,9.499485672,11908
certifiedcopycenter.uspto.gov,6805,17012,8506,2.499926525,20.49875092,8506
chemdb.niaid.nih.gov,6805,27218,6805,3.999706098,12.99926525,6805
chicago.va.gov,6805,17012,6805,2.499926525,221.9872153,6805
childwelfare.gov,6805,6805,6805,1,0,6805
cio.gov,6805,8506,5103,1.249963262,4.749742836,6805
columbiasc.va.gov,6805,13609,5103,1.999853049,229.9867744,8506
cv.usembassy.gov,6805,10207,6805,1.499926525,20.49875092,6805
daegu.armymwr.com,6805,20414,5103,2.999853049,21.74871418,6805
data.ed.gov,6805,10207,5103,1.499926525,545.4684791,5103
data.nasa.gov,6805,17012,6805,2.499926525,27.49845702,8506
data.noaa.gov,6805,30621,6805,4.499779574,115.9932403,6805
dbb.defense.gov,6805,6805,3402,1,0,6805
de.ng.mil,6805,15310,3402,2.249816312,71.24584864,6805
desmond-doss.tricare.mil,6805,6805,3402,1,0,6805
dimoc.mil,6805,10207,3402,1.499926525,3.499779574,6805
dobbins.afrc.af.mil,6805,10207,6805,1.499926525,10.49933872,6805
dodcertpmo.defense.gov,6805,11908,6805,1.749889787,14.49919177,6805
earth.gsfc.nasa.gov,6805,17012,8506,2.499926525,53.49684056,6805
easie.communities.ed.gov,6805,6805,5103,1,0,6805
ebccp.cancercontrol.cancer.gov,6805,27218,3402,3.999706098,319.2315944,8506
education.blogs.archives.gov,6805,10207,6805,1.499926525,91.99470977,6805
employer.gov,6805,6805,6805,1,0,6805
emsl.pnnl.gov,6805,6805,6805,1,0,6805
fedcenter.gov,6805,6805,6805,1,35.74797943,6805
firms2.modaps.eosdis.nasa.gov,6805,8506,6805,1.249963262,137.2420279,6805
fishwatch.gov,6805,10207,5103,1.499926525,99.99426892,6805
fss.va.gov,6805,8506,3402,1.249963262,0,8506
girlshealth.gov,6805,8506,6805,1.249963262,18.99897134,6805
gulfspillrestoration.noaa.gov,6805,18713,5103,2.749889787,118.7431301,6805
guthrie.tricare.mil,6805,10207,5103,1.499926525,27.49845702,6805
hnc.usace.army.mil,6805,6805,6805,1,2.999853049,6805
home.dotgov.gov,6805,11908,6805,1.749889787,77.24555474,6805
hsrd.research.va.gov,6805,13609,6805,1.999853049,365.7288758,6805
humansystems.arc.nasa.gov,6805,10207,6805,1.499926525,18.49889787,6805
imef.marines.mil,6805,13609,8506,1.999853049,7.499632623,8506
immport.niaid.nih.gov,6805,6805,6805,1,0,6805
inferno.healthit.gov,6805,42529,1701,6.249669361,107.9938281,6805
intel.gov,6805,6805,5103,1,0,6805
internal-pp-elis2.uscis.dhs.gov,6805,10207,6805,1.499926525,81.4952241,6805
irs.usajobs.gov,6805,10207,8506,1.499926525,0,8506
itools.od.nih.gov,6805,34023,1701,4.999706098,231.2365907,13609
jag.navylive.dodlive.mil,6805,10207,6805,1.499926525,56.49669361,6805
japan.marines.mil,6805,13609,6805,1.999853049,158.9907421,6805
jiatfs.southcom.mil,6805,13609,1701,1.999853049,580.4664217,6805
juntossipodemos.hhs.gov,6805,17012,3402,2.499926525,84.74504041,6805
labs.data.gov,6805,11908,5103,1.749889787,15.24908156,6805
lambda.gsfc.nasa.gov,6805,25517,3402,3.749742836,529.9694342,6805
langleyeustis.tricare.mil,6805,18713,5103,2.749889787,23.99867744,6805
ldas.gsfc.nasa.gov,6805,20414,3402,2.999853049,322.2313005,6805
letsmove.obamawhitehouse.archives.gov,6805,10207,8506,1.499926525,117.4931668,6805
lisa.nasa.gov,6805,8506,6805,1.249963262,43.99750184,6805
llis.nasa.gov,6805,6805,6805,1,0,6805
loop.nigms.nih.gov,6805,11908,8506,1.749889787,28.49831007,6805
losangeles.spaceforce.mil,6805,59540,6805,8.749448935,99.99426892,6805
lrh.usace.army.mil,6805,17012,6805,2.499926525,25.24849375,8506
makinghomeaffordable.gov,6805,15310,6805,2.249816312,19.24893461,6805
manticore.niehs.nih.gov,6805,42529,6805,6.249669361,4.999706098,6805
march.afrc.af.mil,6805,8506,6805,1.249963262,1.999853049,6805
mbr-pwrc.usgs.gov,6805,27218,5103,3.999706098,882.6990448,8506
mcasiwakunijp.marines.mil,6805,11908,6805,1.749889787,120.7429831,6805
mcieast.marines.mil,6805,8506,8506,1.249963262,0,6805
mdk12.msde.maryland.gov,6805,10207,3402,1.499926525,122.4928729,6805
memphis.va.gov,6805,15310,6805,2.249816312,37.24790595,5103
metc.mil,6805,11908,6805,1.749889787,22.99867744,6805
mhs-europe.tricare.mil,6805,17012,6805,2.499926525,212.2377663,6805
minationalguard.dodlive.mil,6805,6805,5103,1,51.49698751,6805
miramar.marines.mil,6805,6805,6805,1,0,6805
moguard.ngb.mil,6805,6805,5103,1,9.749448935,6805
monitor.noaa.gov,6805,6805,6805,1,0,6805
mountainhome.af.mil,6805,15310,5103,2.249816312,117.7431301,6805
mvm.usace.army.mil,6805,18713,1701,2.749889787,45.74739162,6805
mx.edit.usembassy.gov,6805,11908,1701,1.749889787,78.495518,6805
na.usembassy.gov,6805,8506,6805,1.249963262,81.4952241,6805
naldc.nal.usda.gov,6805,27218,5103,3.999706098,161.9905952,6805
nap.usace.army.mil,6805,8506,6805,1.249963262,432.4749449,6805
ncorp.cancer.gov,6805,17012,5103,2.499926525,254.4852314,6805
ncpc.gov,6805,11908,6805,1.749889787,22.74871418,6805
necc.usff.navy.mil,6805,35724,6805,5.249669361,122.9929464,6805
nhqrnet.ahrq.gov,6805,45931,8506,6.749595885,98.99426892,8506
nitaac.nih.gov,6805,15310,6805,2.249816312,33.99808964,6805
northernindiana.va.gov,6805,10207,6805,1.499926525,489.471712,5103
nsw.navy.mil,6805,6805,5103,1,0,6805
nwp.usace.army.mil,6805,10207,8506,1.499926525,10.24937546,8506
nww.usace.army.mil,6805,8506,6805,1.249963262,1.749889787,6805
oceancolor.gsfc.nasa.gov,6805,10207,5103,1.499926525,319.9814842,5103
ocio.nih.gov,6805,28920,5103,4.249816312,912.4473181,6805
officeofbudget.od.nih.gov,6805,15310,1701,2.249816312,734.707568,3402
olaw.nih.gov,6805,18713,6805,2.749889787,59.99647318,6805
olympiccoast.noaa.gov,6805,56138,6805,8.24952241,9.24952241,6805
oprm.va.gov,6805,11908,11908,1.749889787,2.249816312,8506
orbitaldebris.jsc.nasa.gov,6805,11908,5103,1.749889787,326.9810434,6805
order.nia.nih.gov,6805,51035,8506,7.499632623,101.994122,6805
osce.usmission.gov,6805,8506,6805,1.249963262,36.24790595,6805
pdmr.cancer.gov,6805,11908,5103,1.749889787,247.9855988,5103
pepc.nps.gov,6805,45931,1701,6.749595885,305.2323292,5103
playmoneysmart.fdic.gov,6805,13609,6805,1.999853049,21.24878766,3402
pra.digital.gov,6805,13609,6805,1.999853049,159.9907421,6805
printerdirectory.usps.com,6805,6805,6805,1,150.9913299,5103
protechservices.noaa.gov,6805,15310,5103,2.249816312,415.4759735,6805
psychologytraining.va.gov,6805,18713,3402,2.749889787,652.7122704,6805
pueblo.gpo.gov,6805,6805,6805,1,5.749595885,6805
raflakenheath.tricare.mil,6805,13609,5103,1.999853049,167.2402645,6805
reagan.blogs.archives.gov,6805,6805,6805,1,0,6805
rediscovering-black-history.blogs.archives.gov,6805,11908,5103,1.749889787,516.2201323,5103
remm.hhs.gov,6805,10207,6805,1.499926525,83.4952241,6805
repository.niddk.nih.gov,6805,15310,3402,2.249816312,178.2396767,8506
richmond.va.gov,6805,20414,6805,2.999853049,388.47759,6805
schoolsafety.gov,6805,8506,6805,1.249963262,3.249816312,6805
science.nichd.nih.gov,6805,25517,5103,3.749742836,168.9903012,6805
sdg.data.gov,6805,30621,6805,4.499779574,69.99588538,6805
sealevel.jpl.nasa.gov,6805,10207,10207,1.499926525,141.7418075,8506
search1.hrsa.gov,6805,11908,5103,1.749889787,14.49919177,6805
shaw.af.mil,6805,6805,6805,1,31.99808964,6805
solarscience.msfc.nasa.gov,6805,32322,3402,4.749742836,667.7113887,6805
spacecom.mil,6805,6805,6805,1,0,6805
spangdahlem.tricare.mil,6805,15310,5103,2.249816312,328.4809699,6805
spoc.spaceforce.mil,6805,23816,8506,3.499779574,0,8506
stayexempt.irs.gov,6805,25517,8506,3.749742836,6.249669361,6805
sti.nasa.gov,6805,6805,5103,1,0,6805
swift.gsfc.nasa.gov,6805,22115,5103,3.249816312,31.74812638,6805
td.usembassy.gov,6805,11908,5103,1.749889787,299.9826598,3402
test2.ginniemae.gov,6805,17012,6805,2.499926525,10.9994122,6805
umesc.usgs.gov,6805,15310,6805,2.249816312,6.999559148,6805
usapc.army.mil,6805,6805,5103,1,4.249816312,6805
usatrade.census.gov,6805,119081,6805,17.49904482,46.49728141,6805
usccr.gov,6805,17012,6805,2.499926525,144.4916973,6805
usff.navy.mil,6805,8506,6805,1.249963262,390.4774431,6805
vha.cc.va.gov,6805,10207,6805,1.499926525,0,6805
videos.fisheries.noaa.gov,6805,6805,6805,1,0,6805
viirsland.gsfc.nasa.gov,6805,13609,3402,1.999853049,400.4768553,3402
visn12.va.gov,6805,8506,3402,1.249963262,0,8506
visn4.va.gov,6805,8506,6805,1.249963262,37.99779574,5103
webmap.ornl.gov,6805,8506,1701,1.249963262,242.2360029,6805
westpalmbeach.va.gov,6805,25517,8506,3.749742836,49.49713446,8506
whitesands.armymwr.com,6805,11908,5103,1.749889787,378.2280676,6805
wilfordhall.tricare.mil,6805,10207,5103,1.499926525,45.74739162,6805
wmap.gsfc.nasa.gov,6805,18713,6805,2.749889787,167.9903012,6805
wvs.earthdata.nasa.gov,6805,10207,5103,1.499926525,425.2254225,3402
wwwdev.cdc.gov,6805,10207,3402,1.499926525,0,8506
ye.usembassy.gov,6805,23816,6805,3.499779574,183.7393093,6805
youngstown.afrc.af.mil,6805,15310,6805,2.249816312,42.74753857,6805
zama.armymwr.com,6805,6805,5103,1,0,6805
zerotrust.cyber.gov,6805,11908,6805,1.749889787,107.9938281,6805
109aw.ang.af.mil,5103,8506,5103,1.66686263,227.6870468,5103
12af.acc.af.mil,5103,10207,5103,2.000195963,20.66843034,5103
165aw.ang.af.mil,5103,5103,3402,1,0,5103
173fw.ang.af.mil,5103,8506,5103,1.66686263,18.66823437,5103
1stmaw.marines.mil,5103,5103,3402,1,0,5103
1tsc.army.mil,5103,6805,5103,1.333529296,57.33842838,5103
2ndmlg.marines.mil,5103,13609,6805,2.66686263,58.00509504,6805
403wg.afrc.af.mil,5103,5103,5103,1,0,5103
445aw.afrc.af.mil,5103,5103,5103,1,0,5103
446aw.afrc.af.mil,5103,6805,5103,1.333529296,6.333921223,5103
920rqw.afrc.af.mil,5103,5103,5103,1,3.33372526,5103
940arw.afrc.af.mil,5103,10207,5103,2.000195963,148.6799922,5103
admin.dea.gov,5103,5103,5103,1,0,5103
aepubs.eur.army.mil,5103,5103,5103,1,0,5103
afhistory.af.mil,5103,6805,5103,1.333529296,9.667450519,5103
afjag.af.mil,5103,5103,5103,1,9.334117186,5103
afwerx.af.mil,5103,5103,1701,1,26.00235156,5103
ai.mil,5103,10207,5103,2.000195963,19.66843034,5103
airmanmagazine.af.mil,5103,8506,5103,1.66686263,46.33744856,5103
apfs.dhs.gov,5103,8506,5103,1.66686263,18.33490104,5103
armedforcessports.defense.gov,5103,5103,1701,1,14.66803841,5103
armymedicine.health.mil,5103,6805,5103,1.333529296,16.33470508,5103
atmcorr.gsfc.nasa.gov,5103,27218,3402,5.33372526,580.7184009,5103
attic.gsfc.nasa.gov,5103,5103,3402,1,0,5103
auth-stg.cdc.gov,5103,17012,5103,3.33372526,1.333529296,5103
banknet.gov,5103,6805,3402,1.333529296,6.333921223,5103
beready.af.mil,5103,5103,5103,1,0,5103
blsconfidentialitytraining.bls.gov,5103,214345,5103,42.0037233,2547.893788,5103
brussels.armymwr.com,5103,6805,3402,1.333529296,42.67038997,5103
businessdefense.gov,5103,6805,5103,1.333529296,31.00274348,5103
calmed.tricare.mil,5103,5103,5103,1,8.334117186,5103
caprovservice.state.gov,5103,6805,3402,1.333529296,660.0587889,3402
capstone.ndu.edu,5103,5103,3402,1,4.33372526,5103
caribbean.va.gov,5103,13609,6805,2.66686263,16.66823437,5103
cascom.army.mil,5103,6805,5103,1.333529296,37.33666471,3402
cdas.cancer.gov,5103,18713,3402,3.667058593,482.0429159,5103
certmapper.cr.usgs.gov,5103,5103,5103,1,0,5103
cg.usembassy.gov,5103,40828,5103,8.000783853,333.6964531,5103
cic.ndu.edu,5103,6805,5103,1.333529296,57.67176171,5103
citamn.afrc.af.mil,5103,6805,5103,1.333529296,63.6723496,5103
clinicaltrialsapi.cancer.gov,5103,5103,5103,1,0,5103
clintonwhitehouse2.archives.gov,5103,5103,3402,1,0,5103
cmsdrp.orr.noaa.gov,5103,86759,1701,17.00156771,1371.122281,5103
communityviewer.va.gov,5103,5103,1701,1,0,5103
conectate.gobiernousa.gov,5103,5103,5103,1,0,5103
connecticut.va.gov,5103,13609,6805,2.66686263,112.3433275,1701
coralreef.noaa.gov,5103,5103,5103,1,0,5103
covidmotivation.ctss.nih.gov,5103,5103,5103,1,0,5103
data.usgs.gov,5103,6805,6805,1.333529296,93.67509308,1701
dayton.va.gov,5103,6805,5103,1.333529296,22.33529296,5103
dc.ng.mil,5103,5103,5103,1,0,5103
dcips.defense.gov,5103,6805,5103,1.333529296,155.6805801,5103
developers.login.gov,5103,6805,5103,1.333529296,16.66823437,5103
dm.usda.gov,5103,11908,5103,2.333529296,274.6911621,5103
downsyndrome.nih.gov,5103,5103,3402,1,0,5103
edg.epa.gov,5103,13609,5103,2.66686263,13.00117578,5103
ejscreen.epa.gov,5103,15310,11908,3.000195963,126.0111699,11908
ephtracking.cdc.gov,5103,5103,3402,1,0,5103
estta.uspto.gov,5103,32322,1701,6.333921223,683.0609445,1701
etas.uspto.gov,5103,154805,8506,30.33607682,1026.091515,5103
ethics.usda.gov,5103,10207,5103,2.000195963,33.66960611,5103
extportal.pbs.gsa.gov,5103,5103,5103,1,0,5103
faa.usajobs.gov,5103,6805,6805,1.333529296,0,6805
facadatabase.gov,5103,11908,1701,2.333529296,322.6954733,5103
fairchild.tricare.mil,5103,13609,3402,2.66686263,37.66999804,5103
federalreporter.nih.gov,5103,5103,5103,1,42.33705663,3402
fedpay.gsa.gov,5103,10207,1701,2.000195963,225.0199882,5103
fedscope.opm.gov,5103,6805,5103,1.333529296,1350.787184,3402
fedsim.gsa.gov,5103,20414,3402,4.000391926,124.0109739,5103
fitbir-stage.cit.nih.gov,5103,42529,1701,8.334117186,1612.810504,3402
fluid.nccs.nasa.gov,5103,100368,1701,19.66843034,500.3780129,8506
fm.usembassy.gov,5103,8506,6805,1.66686263,173.3488144,5103
fsrs.gov,5103,5103,5103,1,0,5103
ftp-air.larc.nasa.gov,5103,17012,5103,3.33372526,12.00097982,5103
ga.ng.mil,5103,11908,5103,2.333529296,63.00568293,5103
ghgdata.epa.gov,5103,17012,8506,3.33372526,28.66921419,8506
grace.jpl.nasa.gov,5103,32322,3402,6.333921223,446.7064472,5103
hampton.va.gov,5103,5103,5103,1,0,5103
handbook.tts.gsa.gov,5103,8506,5103,1.66686263,284.3586126,5103
hcupnet.ahrq.gov,5103,8506,5103,1.66686263,1,6805
heal.nih.gov,5103,5103,5103,1,0,5103
herc.research.va.gov,5103,10207,5103,2.000195963,494.7107584,5103
homvee.acf.hhs.gov,5103,5103,3402,1,0,5103
https.cio.gov,5103,5103,3402,1,0,5103
il.ngb.army.mil,5103,8506,3402,1.66686263,27.00235156,5103
incirlik.af.mil,5103,15310,3402,3.000195963,140.345875,5103
inherentresolve.mil,5103,5103,5103,1,0,5103
innovation.defense.gov,5103,18713,5103,3.667058593,22.6686263,5103
intra.usbr.gov,5103,10207,1701,2.000195963,5.667254556,1701
iowacity.va.gov,5103,6805,3402,1.333529296,4.33372526,5103
ireland.tricare.mil,5103,5103,5103,1,2.000195963,5103
ixpe.msfc.nasa.gov,5103,5103,1701,1,0,5103
jbmhh.armymwr.com,5103,5103,5103,1,0,5103
jnlwp.defense.gov,5103,6805,5103,1.333529296,125.3445032,5103
kansascity.va.gov,5103,5103,5103,1,23.66882226,3402
kittrell.jobcorps.gov,5103,8506,5103,1.66686263,123.3443073,5103
knox.armymwr.com,5103,6805,5103,1.333529296,49.67117382,5103
leavenworth.armymwr.com,5103,8506,5103,1.66686263,36.66999804,5103
lehd.ces.census.gov,5103,5103,3402,1,2.333529296,5103
lep.gov,5103,6805,5103,1.333529296,1.333529296,5103
lookforwatersense.epa.gov,5103,8506,8506,1.66686263,0,6805
losangeles.jobcorps.gov,5103,18713,3402,3.667058593,796.404272,3402
lyster.tricare.mil,5103,18713,3402,3.667058593,46.00411523,5103
m.va.gov,5103,5103,3402,1,3.33372526,5103
manati.star.nesdis.noaa.gov,5103,15310,6805,3.000195963,21.6686263,6805
map.gsfc.nasa.gov,5103,6805,5103,1.333529296,0,5103
marforcyber.marines.mil,5103,8506,5103,1.66686263,171.6819518,5103
marinecadastre.gov,5103,5103,5103,1,0,5103
marineprotectedareas.noaa.gov,5103,10207,3402,2.000195963,602.7203606,3402
marion.va.gov,5103,13609,5103,2.66686263,93.34156379,5103
mda.mil,5103,10207,5103,2.000195963,85.67430923,5103
me.ng.mil,5103,5103,5103,1,0,5103
medicalmuseum.mil,5103,6805,5103,1.333529296,18.66823437,5103
mgi.gov,5103,13609,3402,2.66686263,113.3435234,5103
mh.usembassy.gov,5103,6805,6805,1.333529296,26.66901822,6805
mmr.osmre.gov,5103,5103,5103,1,0,5103
msc.usff.navy.mil,5103,13609,3402,2.66686263,7.333921223,5103
mvd.usace.army.mil,5103,5103,5103,1,3.000195963,5103
nafri.gov,5103,27218,1701,5.33372526,299.026651,5103
nasai.usajobs.gov,5103,5103,3402,1,0,5103
nasaviz.gsfc.nasa.gov,5103,5103,5103,1,0,5103
navifor.usff.navy.mil,5103,6805,5103,1.333529296,636.3901626,5103
nccs.nasa.gov,5103,10207,5103,2.000195963,8.000783853,6805
ncithesaurus.nci.nih.gov,5103,22115,3402,4.33372526,1234.109935,1701
nco.ncep.noaa.gov,5103,401472,1701,78.67372134,2439.884186,5103
ncrtm.ed.gov,5103,11908,5103,2.333529296,11.00097982,5103
ncsesdata.nsf.gov,5103,30621,5103,6.000587889,300.6935136,5103
ndcac.fbi.gov,5103,8506,5103,1.66686263,9.334117186,5103
nhc.woc.noaa.gov,5103,15310,1701,3.000195963,24.33548893,5103
niwcatlantic.navy.mil,5103,6805,5103,1.333529296,436.0388007,5103
nodc.noaa.gov,5103,15310,6805,3.000195963,119.6772487,6805
nowcoast.noaa.gov,5103,5103,5103,1,0,5103
nutrition.va.gov,5103,6805,5103,1.333529296,392.3684107,3402
ocfo.usda.gov,5103,5103,5103,1,1.333529296,5103
ocg.cancer.gov,5103,6805,5103,1.333529296,63.33901626,3402
oig.nasa.gov,5103,15310,6805,3.000195963,454.3738977,3402
oitecareersblog.od.nih.gov,5103,17012,5103,3.33372526,53.33803645,3402
ok.ng.mil,5103,8506,5103,1.66686263,14.33470508,5103
oldcc.gov,5103,8506,5103,1.66686263,229.3537135,5103
onrr.gov,5103,5103,5103,1,383.0340976,5103
open.gsa.gov,5103,5103,3402,1,0,5103
orf.od.nih.gov,5103,6805,6805,1.333529296,15.66803841,5103
origin.www.nhc.noaa.gov,5103,17012,3402,3.33372526,18.33490104,5103
osan.tricare.mil,5103,6805,3402,1.333529296,501.3780129,5103
ostr.ccr.cancer.gov,5103,5103,3402,1,0,5103
ousdi.defense.gov,5103,6805,5103,1.333529296,38.670194,5103
pbs-billing.gsa.gov,5103,6805,1701,1.333529296,339.697041,5103
pdbp.ninds.nih.gov,5103,15310,5103,3.000195963,302.3603762,3402
peerta.acf.hhs.gov,5103,5103,5103,1,3.000195963,5103
petitions.obamawhitehouse.archives.gov,5103,5103,5103,1,0,5103
pki.eauth.va.gov,5103,10207,3402,2.000195963,177.3492063,1701
pope.af.mil,5103,10207,3402,2.000195963,24.00215559,5103
preprod.eauth.va.gov,5103,5103,1701,1,0,5103
prevention.cancer.gov,5103,8506,6805,1.66686263,0,8506
